"","EntryPublished","the_day","year","month","video_ID","posted_on_YT","channel name","yt_long_ID","EntryTitle","EntryURL","keyword","region","RSS"
"8666","March 01, 2025 at 08:53PM","2025-03-01",2025,3,"Lz7TXg72iPU","2025-03-02T01:50:09Z","KCCI","UCKATGvvbOznaWNZcOBCLGng","Iowa legal experts discuss future of gender identity discrimination cases after civil rights legi...","https://www.youtube.com/watch?v=Lz7TXg72iPU","gender identity","all regions",14792114867614312448
"8667","March 03, 2025 at 01:39PM","2025-03-03",2025,3,"Lzo-RbgpVms","2025-03-03T18:34:09Z","FOX 9 Minneapolis-St. Paul","UClwddNv0Cr6SIEGkzVK886w","Riley Gaines on why she supports transgender athlete ban - YouTube","https://www.youtube.com/watch?v=Lzo-RbgpVms","transgender","USA",11193014132467406848
"8668","March 03, 2025 at 01:39PM","2025-03-03",2025,3,"Lzo-RbgpVms","2025-03-03T18:34:09Z","FOX 9 Minneapolis-St. Paul","UClwddNv0Cr6SIEGkzVK886w","Riley Gaines on why she supports transgender athlete ban - YouTube","https://www.youtube.com/watch?v=Lzo-RbgpVms","transgender","all regions",1916116072231156224
"8669","March 01, 2025 at 08:15PM","2025-03-01",2025,3,"LzRZulzN_z4","2025-03-02T01:01:14Z","40/29 News","UC-b1JdevG6fVeb06rRN_Xhw","Transgender town hall in Springdale - YouTube","https://www.youtube.com/watch?v=LzRZulzN_z4","transgender","USA",11193014132467406848
"8670","March 01, 2025 at 08:15PM","2025-03-01",2025,3,"LzRZulzN_z4","2025-03-02T01:01:14Z","40/29 News","UC-b1JdevG6fVeb06rRN_Xhw","Transgender town hall in Springdale - YouTube","https://www.youtube.com/watch?v=LzRZulzN_z4","transgender","all regions",1916116072231156224
"8671","November 11, 2025 at 05:13AM","2025-11-11",2025,11,"LzsrHdnhO00","2025-11-11T09:27:56Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Lefties Losing It: A new gender identity drops - YouTube","https://www.youtube.com/watch?v=LzsrHdnhO00","gender identity","all regions",14792114867614312448
"8672","November 11, 2025 at 08:58AM","2025-11-11",2025,11,"LzsrHdnhO00","2025-11-11T09:27:56Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw","Lefties Losing It: A new gender identity drops - YouTube","https://www.youtube.com/watch?v=LzsrHdnhO00","gender identity","USA",4028362110021709824
"8673","April 10, 2025 at 11:58PM","2025-04-10",2025,4,"LZwSxqYleMU","2025-04-10T21:56:47Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA","My Experience Competing Against Transgender Athletes in 2025 - YouTube","https://www.youtube.com/watch?v=LZwSxqYleMU","transgender","USA",11193014132467406848
"8674","April 10, 2025 at 11:58PM","2025-04-10",2025,4,"LZwSxqYleMU","2025-04-10T21:56:47Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA","My Experience Competing Against Transgender Athletes in 2025 - YouTube","https://www.youtube.com/watch?v=LZwSxqYleMU","transgender","all regions",1916116072231156224
"8675","January 15, 2025 at 08:51PM","2025-01-15",2025,1,"LZYbjlpQH4g","2025-01-15T19:49:40Z","KPRC 2 Click2Houston","UCKQECjul8nw1KW_JzfBTP1A","Cy-Fair ISD debates policy on transgender student parental notification - YouTube","https://www.youtube.com/watch?v=LZYbjlpQH4g","transgender","USA",11193014132467406848
"8676","January 15, 2025 at 08:51PM","2025-01-15",2025,1,"LZYbjlpQH4g","2025-01-15T19:49:40Z","KPRC 2 Click2Houston","UCKQECjul8nw1KW_JzfBTP1A","Cy-Fair ISD debates policy on transgender student parental notification - YouTube","https://www.youtube.com/watch?v=LZYbjlpQH4g","gender identity","all regions",14792114867614312448
"8677","January 15, 2025 at 08:51PM","2025-01-15",2025,1,"LZYbjlpQH4g","2025-01-15T19:49:40Z","KPRC 2 Click2Houston","UCKQECjul8nw1KW_JzfBTP1A","Cy-Fair ISD debates policy on transgender student parental notification - YouTube","https://www.youtube.com/watch?v=LZYbjlpQH4g","transgender","all regions",1916116072231156224
"8678","January 15, 2025 at 08:51PM","2025-01-15",2025,1,"LZYbjlpQH4g","2025-01-15T19:49:40Z","KPRC 2 Click2Houston","UCKQECjul8nw1KW_JzfBTP1A","Cy-Fair ISD debates policy on transgender student parental notification - YouTube","https://www.youtube.com/watch?v=LZYbjlpQH4g","gender identity","USA",4028362110021709824
"8679","March 03, 2025 at 09:29AM","2025-03-03",2025,3,"m-hHPkpmjyk","2025-03-03T14:25:35Z","FOX 9 Minneapolis-St. Paul","UClwddNv0Cr6SIEGkzVK886w","Transgender athlete sports ban vote in Minnesota House - YouTube","https://www.youtube.com/watch?v=m-hHPkpmjyk","transgender","all regions",1916116072231156224
"8680","March 03, 2025 at 09:29AM","2025-03-03",2025,3,"m-hHPkpmjyk","2025-03-03T14:25:35Z","FOX 9 Minneapolis-St. Paul","UClwddNv0Cr6SIEGkzVK886w","Transgender athlete sports ban vote in Minnesota House - YouTube","https://www.youtube.com/watch?v=m-hHPkpmjyk","transgender","USA",11193014132467406848
"8681","April 22, 2025 at 04:17AM","2025-04-22",2025,4,"m0DQ0lvnh0o","2025-04-22T02:12:57Z","KSBY News","UChIlR_Uhv1366IAxT1ORbTA","Arroyo Grande residents divided over transgender student athlete at AGHS - YouTube","https://www.youtube.com/watch?v=m0DQ0lvnh0o","transgender","USA",11193014132467406848
"8682","April 22, 2025 at 10:17AM","2025-04-22",2025,4,"m0DQ0lvnh0o","2025-04-22T02:12:57Z","KSBY News","UChIlR_Uhv1366IAxT1ORbTA","Arroyo Grande residents divided over transgender student athlete at AGHS - YouTube","https://www.youtube.com/watch?v=m0DQ0lvnh0o","transgender","all regions",1916116072231156224
"8683","February 23, 2025 at 04:48AM","2025-02-23",2025,2,"M0gNIYi87hs","2025-02-22T21:47:18Z","ANI News","UCtFQDgA8J8_iiwc5-KoAQlg","“Let her fight…” President Trump takes jibe at Maine Governor after spar over transgender rights","https://www.youtube.com/watch?v=M0gNIYi87hs","transgender","USA",11193014132467406848
"8684","February 23, 2025 at 04:48AM","2025-02-23",2025,2,"M0gNIYi87hs","2025-02-22T21:47:18Z","ANI News","UCtFQDgA8J8_iiwc5-KoAQlg","“Let her fight…” President Trump takes jibe at Maine Governor after spar over transgender rights","https://www.youtube.com/watch?v=M0gNIYi87hs","transgender","all regions",1916116072231156224
"8685","June 13, 2025 at 06:42PM","2025-06-13",2025,6,"m0JlmSIhsjg","2025-06-13T10:01:30Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","“Migrant Crackdown” | Asylum Seekers Will No Longer “Live” In Hotels - YouTube","https://www.youtube.com/watch?v=m0JlmSIhsjg","biological sex","USA",16843718063138846720
"8686","May 20, 2025 at 09:36AM","2025-05-20",2025,5,"m0p33QQ1hdQ","2025-05-20T13:35:02Z","The Economic Times","UCJFOER35ggIWwsXh2ZDnqyg","Colorado denies Christian summer camp religious exemption from new gender identity requirements","https://www.youtube.com/watch?v=m0p33QQ1hdQ","gender identity","USA",4028362110021709824
"8687","May 20, 2025 at 11:06AM","2025-05-20",2025,5,"m0p33QQ1hdQ","2025-05-20T13:35:02Z","The Economic Times","UCJFOER35ggIWwsXh2ZDnqyg","Colorado denies Christian summer camp religious exemption from new gender identity requirements","https://www.youtube.com/watch?v=m0p33QQ1hdQ","gender identity","all regions",14792114867614312448
"8688","July 05, 2025 at 12:07PM","2025-07-05",2025,7,"m3yCj57mMjc","2025-07-05T07:06:52Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w","Thousands march in Bogota for Pride celebrations - YouTube","https://www.youtube.com/watch?v=m3yCj57mMjc","transgender","USA",11193014132467406848
"8689","May 20, 2025 at 04:03PM","2025-05-20",2025,5,"m3zWO-L2WZM","2025-05-20T14:01:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","""Not Inclusive Anymore?!"" | Labour Bans Transgender People From All Women Shortlists","https://www.youtube.com/watch?v=m3zWO-L2WZM","transgender","USA",11193014132467406848
"8690","May 20, 2025 at 04:03PM","2025-05-20",2025,5,"m3zWO-L2WZM","2025-05-20T14:01:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","""Not Inclusive Anymore?!"" | Labour Bans Transgender People From All Women Shortlists","https://www.youtube.com/watch?v=m3zWO-L2WZM","transgender","all regions",1916116072231156224
"8691","March 10, 2025 at 06:36PM","2025-03-10",2025,3,"M4mWVw-Lji0","2025-03-10T22:23:33Z","NBCLA","UCSWoppsVL0TLxFQ2qP_DLqQ","Transgender Sex Worker Shot By Police - The Rundown: Monday 3/10/25 | NBCLA","https://www.youtube.com/watch?v=M4mWVw-Lji0","transgender","USA",11193014132467406848
"8692","March 10, 2025 at 06:36PM","2025-03-10",2025,3,"M4mWVw-Lji0","2025-03-10T22:23:33Z","NBCLA","UCSWoppsVL0TLxFQ2qP_DLqQ","Transgender Sex Worker Shot By Police - The Rundown: Monday 3/10/25 | NBCLA","https://www.youtube.com/watch?v=M4mWVw-Lji0","transgender","all regions",1916116072231156224
"8693","April 24, 2025 at 12:53AM","2025-04-24",2025,4,"m4sxrzVS5_Q","2025-04-23T22:51:23Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Texas Senate passes 'bathroom bill' targeting transgender Texans - YouTube","https://www.youtube.com/watch?v=m4sxrzVS5_Q","transgender","USA",11193014132467406848
"8694","April 24, 2025 at 06:53AM","2025-04-24",2025,4,"m4sxrzVS5_Q","2025-04-23T22:51:23Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Texas Senate passes 'bathroom bill' targeting transgender Texans - YouTube","https://www.youtube.com/watch?v=m4sxrzVS5_Q","transgender","all regions",1916116072231156224
"8695","April 11, 2025 at 05:41PM","2025-04-11",2025,4,"m5E19iWSmDM","2025-04-11T21:40:54Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Dallas ISD, Ken Paxton reach agreement on transgender student athlete policies - YouTube","https://www.youtube.com/watch?v=m5E19iWSmDM","transgender","USA",11193014132467406848
"8696","April 11, 2025 at 05:48PM","2025-04-11",2025,4,"m5E19iWSmDM","2025-04-11T21:40:54Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Dallas ISD, Ken Paxton reach agreement on transgender student athlete policies - YouTube","https://www.youtube.com/watch?v=m5E19iWSmDM","transgender","all regions",1916116072231156224
"8697","June 01, 2025 at 07:36PM","2025-06-01",2025,6,"M5XInF6eghM","2025-06-01T23:32:52Z","ABC 33/40","UCIul30v9pU1JxKx6jlI7wBA","Transgender Athlete competes in California State Track and Field Meet Sparking Controversy","https://www.youtube.com/watch?v=M5XInF6eghM","transgender","USA",11193014132467406848
"8698","June 02, 2025 at 01:36AM","2025-06-02",2025,6,"M5XInF6eghM","2025-06-01T23:32:52Z","ABC 33/40","UCIul30v9pU1JxKx6jlI7wBA","Transgender Athlete competes in California State Track and Field Meet Sparking Controversy","https://www.youtube.com/watch?v=M5XInF6eghM","transgender","all regions",1916116072231156224
"8699","January 06, 2025 at 12:49AM","2025-01-06",2025,1,"m5xWZr-RMCM","2025-01-06T05:31:22Z","The Online Citizen","UCQ-SswkKwc_mzsGAk5Y0mFw","SAFE+ voices concern over workplace fairness bill's exclusion of LGBTQ+ protections","https://www.youtube.com/watch?v=m5xWZr-RMCM","gender identity","all regions",14792114867614312448
"8700","January 06, 2025 at 06:36AM","2025-01-06",2025,1,"m5xWZr-RMCM","2025-01-06T05:31:22Z","The Online Citizen","UCQ-SswkKwc_mzsGAk5Y0mFw","SAFE+ voices concern over workplace fairness bill's exclusion of LGBTQ+ protections","https://www.youtube.com/watch?v=m5xWZr-RMCM","gender identity","USA",4028362110021709824
"8701","March 18, 2025 at 01:58AM","2025-03-18",2025,3,"M6hBVYJywa8","2025-03-17T23:30:05Z","Global News","UChLtXXpo4Ge1ReTEboVvTDg","Mass stabbing at University of Waterloo gender studies class was hate crime, not terrorism","https://www.youtube.com/watch?v=M6hBVYJywa8","gender ideology",NA,8717893479030415360
"8702","December 30, 2025 at 01:09AM","2025-12-30",2025,12,"m7dV62hpnyg","2025-12-30T06:06:34Z","WION","UC_gUM8rL-Lrg6O3adPW9K1g","Doctors Shocked: Woman Found With Male XY Chromosomes in Blood Test | WION","https://www.youtube.com/watch?v=m7dV62hpnyg","biological sex","USA",16843718063138846720
"8703","December 30, 2025 at 01:09AM","2025-12-30",2025,12,"m7dV62hpnyg","2025-12-30T06:06:34Z","WION","UC_gUM8rL-Lrg6O3adPW9K1g","Doctors Shocked: Woman Found With Male XY Chromosomes in Blood Test | WION","https://www.youtube.com/watch?v=m7dV62hpnyg","biological sex","all regions",17630397442231169024
"8704","April 16, 2025 at 07:28AM","2025-04-16",2025,4,"m7pug5QtzH8","2025-04-16T09:58:07Z","Sky News","UCoMdktPbSTixAyNGwb-UYkQ","A victory for women's rights' as Supreme Court rules 'woman' in UK law refers to biological sex","https://www.youtube.com/watch?v=m7pug5QtzH8","biological sex","all regions",17630397442231169024
"8705","April 16, 2025 at 10:28AM","2025-04-16",2025,4,"m7pug5QtzH8","2025-04-16T09:58:07Z","Sky News","UCoMdktPbSTixAyNGwb-UYkQ","A victory for women's rights' as Supreme Court rules 'woman' in UK law refers to biological sex","https://www.youtube.com/watch?v=m7pug5QtzH8","biological sex","USA",16843718063138846720
"8706","April 22, 2025 at 11:18AM","2025-04-22",2025,4,"m7sB2gnEFZw","2025-04-22T09:15:04Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Starmer 'Owes The Country An APOLOGY' Over Previous Stance On Gender Identity","https://www.youtube.com/watch?v=m7sB2gnEFZw","gender identity","USA",4028362110021709824
"8707","April 22, 2025 at 11:18AM","2025-04-22",2025,4,"m7sB2gnEFZw","2025-04-22T09:15:04Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Starmer 'Owes The Country An APOLOGY' Over Previous Stance On Gender Identity","https://www.youtube.com/watch?v=m7sB2gnEFZw","gender identity","all regions",14792114867614312448
"8708","June 28, 2025 at 12:42AM","2025-06-28",2025,6,"m8_hblzYbHo","2025-06-28T04:36:45Z","NBC Montana","UC2xLESFeytXO0j7pgVBf7fg","Federal investigation launched into Minnesota over transgender athlete - YouTube","https://www.youtube.com/watch?v=m8_hblzYbHo","transgender","all regions",1916116072231156224
"8709","June 28, 2025 at 12:42AM","2025-06-28",2025,6,"m8_hblzYbHo","2025-06-28T04:36:45Z","NBC Montana","UC2xLESFeytXO0j7pgVBf7fg","Federal investigation launched into Minnesota over transgender athlete - YouTube","https://www.youtube.com/watch?v=m8_hblzYbHo","transgender","USA",11193014132467406848
"8710","January 28, 2025 at 04:05PM","2025-01-28",2025,1,"M806ZTEFaK4","2025-01-28T15:02:32Z","Eyewitness News ABC7NY","UCrlIS7z20CnVaCrMvdkig_g","Trump signs executive orderto ban transgender troops from service - YouTube","https://www.youtube.com/watch?v=M806ZTEFaK4","transgender","USA",11193014132467406848
"8711","December 19, 2025 at 05:54PM","2025-12-19",2025,12,"M8m2RAUDeBw","2025-12-19T22:53:26Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Report: How cutting transgender instruction in Texas universities is impacting medical schools","https://www.youtube.com/watch?v=M8m2RAUDeBw","transgender","USA",11193014132467406848
"8712","December 19, 2025 at 05:54PM","2025-12-19",2025,12,"M8m2RAUDeBw","2025-12-19T22:53:26Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Report: How cutting transgender instruction in Texas universities is impacting medical schools","https://www.youtube.com/watch?v=M8m2RAUDeBw","gender identity","all regions",14792114867614312448
"8713","December 19, 2025 at 05:54PM","2025-12-19",2025,12,"M8m2RAUDeBw","2025-12-19T22:53:26Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Report: How cutting transgender instruction in Texas universities is impacting medical schools","https://www.youtube.com/watch?v=M8m2RAUDeBw","transgender","all regions",1916116072231156224
"8714","December 19, 2025 at 05:54PM","2025-12-19",2025,12,"M8m2RAUDeBw","2025-12-19T22:53:26Z","KVUE","UCxXTyFekH99JnS3qaXIQW7A","Report: How cutting transgender instruction in Texas universities is impacting medical schools","https://www.youtube.com/watch?v=M8m2RAUDeBw","gender identity","USA",4028362110021709824
"8715","November 02, 2025 at 03:00PM","2025-11-02",2025,11,"M9icNPvFu5Y","2025-11-02T13:55:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Samara Gill RIPS UP Glamour Magazine After They Named Nine Trans Activists 'Women Of ...","https://www.youtube.com/watch?v=M9icNPvFu5Y","gender identity","USA",4028362110021709824
"8716","November 02, 2025 at 09:00AM","2025-11-02",2025,11,"M9icNPvFu5Y","2025-11-02T13:55:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Samara Gill RIPS UP Glamour Magazine After They Named Nine Trans Activists 'Women Of ...","https://www.youtube.com/watch?v=M9icNPvFu5Y","biological sex","USA",16843718063138846720
"8717","November 02, 2025 at 09:41AM","2025-11-02",2025,11,"M9icNPvFu5Y","2025-11-02T13:55:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Samara Gill RIPS UP Glamour Magazine After They Named Nine Trans Activists 'Women Of ...","https://www.youtube.com/watch?v=M9icNPvFu5Y","gender identity","all regions",14792114867614312448
"8718","November 02, 2025 at 09:41AM","2025-11-02",2025,11,"M9icNPvFu5Y","2025-11-02T13:55:27Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","Samara Gill RIPS UP Glamour Magazine After They Named Nine Trans Activists 'Women Of ...","https://www.youtube.com/watch?v=M9icNPvFu5Y","biological sex","all regions",17630397442231169024
"8719","October 17, 2025 at 04:25PM","2025-10-17",2025,10,"Ma-3Of7C1jI","Ma-3Of7C1jI","Ma-3Of7C1jI","Ma-3Of7C1jI","Indore Shocker: 24 members of transgender community attempt suicide in Madhya Pradesh","https://www.youtube.com/watch?v=Ma-3Of7C1jI","transgender","all regions",1916116072231156224
"8720","October 17, 2025 at 11:41AM","2025-10-17",2025,10,"Ma-3Of7C1jI","Ma-3Of7C1jI","Ma-3Of7C1jI","Ma-3Of7C1jI","Indore Shocker: 24 members of transgender community attempt suicide in Madhya Pradesh","https://www.youtube.com/watch?v=Ma-3Of7C1jI","transgender","USA",11193014132467406848
"8721","December 23, 2025 at 10:23AM","2025-12-23",2025,12,"ma6uSHld1hU","2025-12-23T15:18:57Z","OTV News English","UCLICwoQk9zLpb8FpKq9UxpQ","Tension Erupts As Transgender Groups Clash In Bhadrak - YouTube","https://www.youtube.com/watch?v=ma6uSHld1hU","transgender","all regions",1916116072231156224
"8722","December 23, 2025 at 10:23AM","2025-12-23",2025,12,"ma6uSHld1hU","2025-12-23T15:18:57Z","OTV News English","UCLICwoQk9zLpb8FpKq9UxpQ","Tension Erupts As Transgender Groups Clash In Bhadrak - YouTube","https://www.youtube.com/watch?v=ma6uSHld1hU","transgender","USA",11193014132467406848
"8723","March 20, 2025 at 01:27PM","2025-03-20",2025,3,"mApwLr3teLY","2025-03-20T15:57:06Z","CBS Mornings","UC-SJ6nODDmufqBzPBwCvYvQ","Transgender military members open up about service, potential ban - YouTube","https://www.youtube.com/watch?v=mApwLr3teLY","transgender","all regions",1916116072231156224
"8724","March 20, 2025 at 01:27PM","2025-03-20",2025,3,"mApwLr3teLY","2025-03-20T15:57:06Z","CBS Mornings","UC-SJ6nODDmufqBzPBwCvYvQ","Transgender military members open up about service, potential ban - YouTube","https://www.youtube.com/watch?v=mApwLr3teLY","transgender","USA",11193014132467406848
"8725","September 01, 2025 at 12:30PM","2025-09-01",2025,9,"mB9rKnavAjs","2025-08-31T19:45:02Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg","Sebastian Gorka Clashes With CNN's Brianna Keilar Over Mass Shooting Data - YouTube","https://www.youtube.com/watch?v=mB9rKnavAjs","transgender","all regions",1916116072231156224
"8726","January 24, 2025 at 09:01PM","2025-01-24",2025,1,"MBbFJ53Lhbc","2025-01-25T01:57:31Z","Next 9NEWS","UC00SLi9yOR6iJXX-_cU2APg","New group hopes to address transgender issues statewide - YouTube","https://www.youtube.com/watch?v=MBbFJ53Lhbc","transgender","all regions",1916116072231156224
"8727","January 24, 2025 at 09:01PM","2025-01-24",2025,1,"MBbFJ53Lhbc","2025-01-25T01:57:31Z","Next 9NEWS","UC00SLi9yOR6iJXX-_cU2APg","New group hopes to address transgender issues statewide - YouTube","https://www.youtube.com/watch?v=MBbFJ53Lhbc","transgender","USA",11193014132467406848
"8728","September 03, 2025 at 02:05AM","2025-09-03",2025,9,"mbpdpEQr-zE","2025-09-03T04:07:24Z","Island News","UCNSfJB-VQeHpv5ThtV1VtBA","ACLU of Hawaii sues Maui Prep over policy affecting transgender students - YouTube","https://www.youtube.com/watch?v=mbpdpEQr-zE","transgender","all regions",1916116072231156224
"8729","September 03, 2025 at 12:08AM","2025-09-03",2025,9,"mbpdpEQr-zE","2025-09-03T04:07:24Z","Island News","UCNSfJB-VQeHpv5ThtV1VtBA","ACLU of Hawaii sues Maui Prep over policy affecting transgender students - YouTube","https://www.youtube.com/watch?v=mbpdpEQr-zE","transgender","USA",11193014132467406848
"8730","March 27, 2025 at 10:34AM","2025-03-27",2025,3,"mC_e9hY98Jk","2025-03-27T14:33:22Z","Bloomberg Law","UCJL_gIOVp2fjfsKH4kbeEwA","Transgender Rights Under Trump: Policy Battles and Legal Fights - YouTube","https://www.youtube.com/watch?v=mC_e9hY98Jk","gender identity","all regions",14792114867614312448
"8731","March 27, 2025 at 10:34AM","2025-03-27",2025,3,"mC_e9hY98Jk","2025-03-27T14:33:22Z","Bloomberg Law","UCJL_gIOVp2fjfsKH4kbeEwA","Transgender Rights Under Trump: Policy Battles and Legal Fights - YouTube","https://www.youtube.com/watch?v=mC_e9hY98Jk","transgender","USA",11193014132467406848
"8732","March 27, 2025 at 10:34AM","2025-03-27",2025,3,"mC_e9hY98Jk","2025-03-27T14:33:22Z","Bloomberg Law","UCJL_gIOVp2fjfsKH4kbeEwA","Transgender Rights Under Trump: Policy Battles and Legal Fights - YouTube","https://www.youtube.com/watch?v=mC_e9hY98Jk","gender identity","USA",4028362110021709824
"8733","March 27, 2025 at 10:34AM","2025-03-27",2025,3,"mC_e9hY98Jk","2025-03-27T14:33:22Z","Bloomberg Law","UCJL_gIOVp2fjfsKH4kbeEwA","Transgender Rights Under Trump: Policy Battles and Legal Fights - YouTube","https://www.youtube.com/watch?v=mC_e9hY98Jk","transgender","all regions",1916116072231156224
"8734","February 07, 2025 at 06:32PM","2025-02-07",2025,2,"mC18faLUgeA","2025-02-07T17:29:04Z","11Alive","UCzF4Ryn8TKn64md77gS5Q5Q","State Senate advances transgender athlete bill - YouTube","https://www.youtube.com/watch?v=mC18faLUgeA","transgender","USA",11193014132467406848
"8735","April 23, 2025 at 10:35AM","2025-04-23",2025,4,"mCsmc-Nf5B8","2025-04-23T08:32:31Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA","""We Need To Be Compassionate!"" | PM Backtracks On 'Trans Women Are Women' Comment","https://www.youtube.com/watch?v=mCsmc-Nf5B8","biological sex","USA",16843718063138846720
"8736","April 16, 2025 at 03:47PM","2025-04-16",2025,4,"mD1b0PC3Y30","2025-04-16T19:36:07Z","TIME","UC8Su5vZCXWRag13H53zWVwA","Trump Administration Sues Maine Over Participation of Transgender Athletes in Girls Sports","https://www.youtube.com/watch?v=mD1b0PC3Y30","transgender","USA",11193014132467406848
"8737","November 25, 2025 at 12:44PM","2025-11-25",2025,11,"MD3MZ-vaDfE","2025-11-25T17:41:18Z","NEWS CENTER Maine","UCQAUoXXSGHSntpTPvWwvXbg","Sen. Collins backs referendum to ban transgender girls from girls' high school sports","https://www.youtube.com/watch?v=MD3MZ-vaDfE","transgender","all regions",1916116072231156224
"8738","November 25, 2025 at 12:44PM","2025-11-25",2025,11,"MD3MZ-vaDfE","2025-11-25T17:41:18Z","NEWS CENTER Maine","UCQAUoXXSGHSntpTPvWwvXbg","Sen. Collins backs referendum to ban transgender girls from girls' high school sports","https://www.youtube.com/watch?v=MD3MZ-vaDfE","transgender","USA",11193014132467406848
"8739","September 15, 2025 at 08:56PM","2025-09-15",2025,9,"MdHzsErlzJk","2025-09-16T00:51:13Z","Western Mass News","UC5IEJQ2WAfueEyjnG3JYNtQ","Holyoke car dealership to host car seat safety event - YouTube","https://www.youtube.com/watch?v=MdHzsErlzJk","gender identity","USA",4028362110021709824
"8740","March 08, 2025 at 05:26PM","2025-03-08",2025,3,"MdOV4GbsTVs","2025-03-08T16:22:03Z","Gazette Visuals","UCoEzcOKpqu__u2EgQxLs2mQ","D-11 board meeting on chosen name policy - YouTube","https://www.youtube.com/watch?v=MdOV4GbsTVs","gender identity","all regions",14792114867614312448
"8741","March 08, 2025 at 05:26PM","2025-03-08",2025,3,"MdOV4GbsTVs","2025-03-08T16:22:03Z","Gazette Visuals","UCoEzcOKpqu__u2EgQxLs2mQ","D-11 board meeting on chosen name policy - YouTube","https://www.youtube.com/watch?v=MdOV4GbsTVs","gender identity","USA",4028362110021709824
"8742","July 18, 2025 at 05:59PM","2025-07-18",2025,7,"MdW_wzv4O5U","2025-07-18T21:56:22Z","WWLP-22News","UCGbEXjkmPTCQfJ4FiD3lOQg","Chicopee adds new drop-off boxes for bills and documents - YouTube","https://www.youtube.com/watch?v=MdW_wzv4O5U","gender identity","all regions",14792114867614312448
"8743","January 16, 2025 at 05:48AM","2025-01-16",2025,1,"MeEN6HNRzSM","2025-01-16T10:26:19Z","NewsChannel 5","UCO6kzQ-7wcG0x8W5LpBA9RQ","Female athletes hold demonstration outside NCAA conference over transgender sports policies","https://www.youtube.com/watch?v=MeEN6HNRzSM","transgender","all regions",1916116072231156224
"8744","January 16, 2025 at 05:48AM","2025-01-16",2025,1,"MeEN6HNRzSM","2025-01-16T10:26:19Z","NewsChannel 5","UCO6kzQ-7wcG0x8W5LpBA9RQ","Female athletes hold demonstration outside NCAA conference over transgender sports policies","https://www.youtube.com/watch?v=MeEN6HNRzSM","transgender","USA",11193014132467406848
"8745","March 04, 2025 at 06:37PM","2025-03-04",2025,3,"mehUNt7DBlw","2025-03-04T23:33:54Z","ABC 7 Chicago","UC_vFLohxs5PkAxlk7Y6jEtw","Indiana Gov. Mike Braun signs executive order banning transgender women from college sports","https://www.youtube.com/watch?v=mehUNt7DBlw","transgender","all regions",1916116072231156224
"8746","March 04, 2025 at 06:37PM","2025-03-04",2025,3,"mehUNt7DBlw","2025-03-04T23:33:54Z","ABC 7 Chicago","UC_vFLohxs5PkAxlk7Y6jEtw","Indiana Gov. Mike Braun signs executive order banning transgender women from college sports","https://www.youtube.com/watch?v=mehUNt7DBlw","transgender","USA",11193014132467406848
"8747","March 10, 2025 at 06:53PM","2025-03-10",2025,3,"mem9wUJuCJg","2025-03-10T22:46:55Z","FOX 4 Dallas-Fort Worth","UCruQg25yVBppUWjza8AlyZA","Bill would ban gender changes on Texas birth certificates - YouTube","https://www.youtube.com/watch?v=mem9wUJuCJg","gender identity","all regions",14792114867614312448
"8748","March 10, 2025 at 06:53PM","2025-03-10",2025,3,"mem9wUJuCJg","2025-03-10T22:46:55Z","FOX 4 Dallas-Fort Worth","UCruQg25yVBppUWjza8AlyZA","Bill would ban gender changes on Texas birth certificates - YouTube","https://www.youtube.com/watch?v=mem9wUJuCJg","gender identity","USA",4028362110021709824
"8749","July 06, 2025 at 06:42AM","2025-07-06",2025,7,"mfDtVESfMvE","2025-07-05T22:40:04Z","Philadelphia 76ers","UC5qJUyng_ezl0TVjVJFqtfQ","Summer Sixers: Practice in Salt Lake - YouTube","https://www.youtube.com/watch?v=mfDtVESfMvE","transgender","USA",11193014132467406848
